code,name,availability,weight,description,offerings,equates,restrictions,departments,locations,credit prerequisites,prerequisites
ACCT*1220,Introductory Financial Accounting,"Summer, Fall, and Winter",0.5,"This course will introduce students to the fundamental concepts and practices of Financial Accounting. Students are expected to become adept at performing the functions related to the accounting cycle, including the preparation of financial statements.",Also offered through Distance Education format.,,ACCT*2220. This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations. See department for more information.,Department of Management,Guelph,0
ACCT*4290,IT Auditing and Data Analytics,Winter Only,0.5,"This course introduces the student to the field of auditing within a computer based environment. Students will develop an enhanced understanding of information systems, information system risks, management controls, control evaluation, audit strategies, and computer assisted audit techniques. The course will also introduce data analytic techniques used to analyze structured and unstructured data.",,BUS*4290,,Department of Management,Guelph,0,ACCT*3280 or BUS*4280,1 ACCT*3280 BUS*4280
ACCT*4340,Accounting Theory,Winter Only,0.5,"This course will draw on accounting research, primarily empirical research. Rather than covering specific GAAP rules, the course will focus on how investors react to GAAP rules, why financial information is important, and how its use/misuse affects investor decision making and management behaviour. The course is thus about accounting, instead of about how to apply accounting standards.",,,,Department of Management,Guelph,15.0,15.00 credits including ACCT*3340,
ACCT*4350,Income Taxation II,Fall Only,0.5,"An intensive study of the Canadian Income Tax Act and related statutes, this course will focus on the application to the taxation of individuals, partnerships and corporations. A strong emphasis will be placed on compliance and tax planning.",,BUS*4350,,Department of Management,Guelph,0,ACCT*3350 or BUS*3350,1 ACCT*3350 BUS*3350
ACCT*4440,Integrated Cases in Accounting,Winter Only,0.5,"This course will help students develop an analytical approach to analyzing accounting problems and improve professional judgement. Students will apply previously-gained technical knowledge of accounting, tax, assurance, finance, and corporate governance to various financial reporting and advisory problems and scenarios. They will develop an enhanced understanding of the impact of user and preparer objectives on the selection of accounting policies, and accounting estimates in an environment of some uncertainty.",,,,Department of Management,Guelph,15.0,"15.00 credits including ACCT*3280, ACCT*3340, ACCT*3350",
AGR*1110,Introduction to the Agri-Food Systems,Fall Only,1.0,"This introductory course provides an overview of Canadian and global agri-food systems. Students will be introduced to many different facets of agriculture, including primary production (conventional and organic) of commodity, mid-value and high-value crops, and livestock. Students will explore the agri-food system by tracing consumer end-products back to primary production. Modern, industrial agri-food systems as well as subsistence farming will be discussed. The course incorporates an experiential learning component in which students will explore a new agri-food opportunity for Ontario by designing and assessing the value chain.",,,"AGR*1100. AGR*1250. Restricted to students in BAH.FARE, BSC(AGR), Minor in Agriculture","Department of Plant Agriculture, Department of Animal Biosciences",Guelph,0
AGR*1350,"Animal Production Systems and Industry: Dairy, Poultry and Egg",Winter Only,0.5,"This course is designed to introduce the student to animal production systems in Canada. Dairy, poultry and egg productions are covered throughout the value-chain. Topics include food, health and wellness (domestic animals and human), nutrition, housing, genetics, reproduction, husbandry practices and processing. The course includes laboratories and animal production unit tours.",,,"AGR*2350. Restricted to students in BSCH.ABIO, BBRM.EQM, and BSAG majors/minor.",Department of Animal Biosciences,Guelph,0,"1 of BIOL*1050, BIOL*1070, BIOL*1080 BIOL*1090",
AGR*2050,Agroecology,Winter Only,0.5,"This course considers the interactions of all important biophysical, technical and socioeconomic components of farming systems and examines these systems as the fundamental units of study. Mineral cycles, energy transformations, biological processes and socioeconomic relationships are analyzed as a whole in an interdisciplinary fashion.",,,CROP*2110,"Department of Plant Agriculture, Department of Animal Biosciences",Guelph,0,"(AGR*1110 or AGR*2150), (BIOL*1050 or BIOL*1070)",
AGR*2150,Plant Agriculture for International Development,Fall Only,0.5,"This course will provide students interested in international development with an introductory mechanistic understanding of the biology underlying crop production in developing nations. Emphasis will be placed on simple, low-cost solutions from biology that have the potential to aid efforts in international development. This course is accessible to science and non-science students.",,,AGR*2470,Department of Plant Agriculture,Guelph,4.0
AGR*2320,Soils in Agroecosystems,Fall Only,0.5,"This course is an introduction to soil resources with emphasis on management practices that will sustain the productivity of these resources and enhance the quality of the ecosystems of which they are a part. Students will develop a management plan for a farm that will take into account the roles of geological, geomorphological, biological, climatic and temporal factors on the formation, properties and uses of soils. The management plans will be placed in the broader context of provincial policies related to soil, air and water resources and local zoning regulations.",,,ENVS*2060 or SOIL*2010,School of Environmental Sciences,Guelph,2.5
AGR*2350,"Animal Production Systems and Industry: Beef, Swine and Others",Fall Only,0.5,"This course is designed to introduce the student to animal production systems in Canada. Beef, swine, companion animals, aquaculture, mink and other alternative animals will be covered throughout the value-chain. Topics include food, health and wellness (domestic animals and human), nutrition, housing, genetics, reproduction, husbandry practices and processing. The course includes laboratories and animal production unit tours.",,,,Department of Animal Biosciences,Guelph,0,"(2 of BIOL*1050, BIOL*1070, BIOL*1080, BIOL*1090)",
AGR*2470,Introduction to Plant Agriculture,Fall Only,0.5,"The basic principles of plant morphology, nutrition, growth and development will be related to where and how agriculturally significant plants are grown. Agroecosystems and farming systems will be considered as frameworks for crop production analyses. The course uses examples from temperate, sub-tropical and tropical crops and cropping systems. Labs include problem-solving exercises in the context of plant production.",,,AGR*2150,Department of Plant Agriculture,Guelph,0,BIOL*1050 or BIOL*1070,1 BIOL*1050 BIOL*1070
AGR*2500,Field Course in International Agriculture,Winter Only,0.5,"This course introduces students to a wide range of tropical and subtropical agricultural production systems and issues. The course is comprised of a weekly 3 hour evening lecture and a ten day field trip to Costa Rica where students will visit corporate and individual farms, and university and government research stations. The field trip occurs during Reading Week in February. This course must be recorded as part of your Winter course selection. A student fee will be assessed to cover transportation, lodging and meals in addition to tuition and compulsory fees. Students must identify their interest in taking this course by contacting the instructor before the October course selection period of the previous year. For information regarding fees, see the Department of Plant Agriculture Website.",,,Registration in BSC(AGR)or BA.ID or Minor in Agriculture. Instructor consent required.,Department of Plant Agriculture,Guelph,0,(AGR*1110 or AGR*1250) or registration in International Development,
AGR*3010,Special Studies in Agricultural Science I,"Summer, Fall, and Winter",0.5,A special study option that enables undergraduate students in semesters 5 through 8 to undertake specific projects in agricultural sciences. The topic of the special study will be determined in consultation with a faculty member and the individual student. Students are responsible for making appropriate arrangements with faculty at the departmental and/or college level prior to registration for the course.,,,Instructor consent required.,Department of Plant Agriculture,Guelph,10.0
AGR*3200,Computing for Bioscientists,Winter Only,0.5,"This course focuses on computational aspects of analytical techniques for biological data. Topics covered include, how to operate a computer efficiently when using biological data, types of biological data used in animal biosciences, how to prepare biological data for analysis, programming skills for bio-data organization, manipulation and problem solving, bio-data visualization, and computational aspects of data modelling.",,,"Restricted to students in BSCH.ABIO, BSAG.AGRS, BSAG.ANSC, BBRM.EQM.",Department of Animal Biosciences,Guelph,9.5
AGR*3450,Research Methods in Agricultural Science,Fall Only,0.5,"This course provides students with an opportunity to enhance their understanding of the principles and processes of agricultural research. The course will provide students with a foundation in critical thinking, experimental design and data analysis that will be applicable to independent research projects and graduate studies. Students will also explore the practical requirements and limitations of scientific research. Laboratory and field safety, animal care, intellectual property and research ethics will be reviewed. Students will be required to practice both oral presentation and writing skills as core components of their evaluation.",,,"Enrollment in the BSC(AGR), BBRM, BSC.ABIO, BSC.PLSC or Minor in Agriculture.","Department of Plant Agriculture, Department of Animal Biosciences",Guelph,0,"Completion of 7.50 credits including (1 of GEOG*2460, STAT*2040 , STAT*2060, STAT*2080)",
AGR*4010,Special Studies in Agricultural Science II,"Summer, Fall, and Winter",0.5,This special study option enables undergraduate students in semesters 5 through 8 to undertake specific projects in agricultural science. The topic of the special study will be determined in consultation with a faculty member and the individual student. Students are responsible for making appropriate arrangements with faculty member prior to registration for the course.,,,Instructor consent required.,Department of Animal Biosciences,Guelph,15.0
AGR*4020,Precision Techniques for Plant Agriculture,Fall Only,0.5,"This course will be a survey of principles and applications of technologies supporting precision farming and planning for natural resource data management. Topics will include Global positioning system (GPS), yield monitoring and mapping, remote sensing, geographic information system (GIS), variable rate technologies (VRT), data layering, Internet information access, and computer software for management.",,,,Department of Plant Agriculture,Guelph,0,"AGR*2470, STAT*2040, (BIOL*1050 or BIOL*1070)",
AGR*4450,Research Project I,"Summer, Fall, and Winter",0.5,"This course provides for the independent study of a current topic in agricultural or environmental science designed to encourage senior undergraduates to conduct research. The course includes participation in meetings organized by the coordinator and working with a faculty advisor to develop a research project, formulate hypotheses, and conduct a thorough literature search related to the proposed work. Students will carry out independent library research, potentially conduct preliminary research, prepare a written research proposal and make a presentation to other students on the research plan and preliminary results, if applicable. Students should make arrangements with both the faculty advisor and the course coordinator at least one semester before starting the course. The course will normally be followed by AGR*4460 to provide 2 semesters to complete the research project.",,,"Permission of the course coordinator (contingent on the availability and agreement of a faculty advisor). BSC.Agr or BSC or BBRM, 70% cumulative average.",Department of Plant Agriculture,Guelph,10.0
AGR*4460,Research Project II,"Summer, Fall, and Winter",1.0,"Independent study of a current topic in agricultural or environmental science designed to encourage senior undergraduates to conduct research. The focus of this course will be the completion of the research plan developed in AGR*4450 by the student in consultation with a faculty advisor. The course includes participation in meetings organized by the coordinator and meetings with a faculty advisor to review research progress. Students will carry out independent research, prepare a written report of the research findings in a scholarly style and make a presentation to other students in the course of the research results. Open to students in semesters 6, 7 and 8 of the B.SC. (Agr.) or B.Sc. degree program.",,,Permission of the course coordinator and faculty advisor.,"Dean's Office, Ontario Agricultural College",Guelph,0,AGR*4450,AGR*4450
AGR*4600,Agriculture and Food Issues Problem Solving,Winter Only,1.0,"The issues facing the agriculture and food sector are many and varied and relate to the economy, the environment and society. Within these issues there are problems which require thoughtful solutions. Working in teams, with guidance from faculty advisors, students will have an opportunity to develop solutions to real-world problems facing the agriculture and food sector. In the process students will have an opportunity to develop their research, communication, presentation, writing and group work skills.",,,"Registration in BSC.AGR, BBRM, BCOMM.FAB, BCOMM.FAB:C, BSC.PLSC, or BA.FARE program, or Minor in Agriculture.",Department of Plant Agriculture,Guelph,12.5
ANSC*2210,Principles of Animal Care and Welfare,Winter Only,0.5,Students will be introduced to the major ethical theories that deal with humanity's duties to animals. The relationship of ethics to science will be discussed. Factors that contribute to the quality of life of animals will be considered and methods of assessing animal welfare will be described. Common causes of reduced animal welfare will be covered. The course will also deal with how different cultures approach animal welfare and attempt to regulate it.,,,"ANSC*1210. Restricted to students in BSCH.ABIO, BBRM.EQM, and BSAG majors/minor.",Department of Animal Biosciences,Guelph,0,"1 of AGR*1350, AGR*2350, EQN*1010",
ANSC*2340,Structure of Farm Animals,Winter Only,0.5,"This course is an introduction to anatomy and carcass structure of farm animals. Consideration is given to the major systems in the body and the whole range of animal structure from molecular biology to commercial carcass grading. The course provides a basic understanding of factors such as meat tenderness, adipose development in the carcass, abnormalities of meat quality such as PSE pork and dark-cutting beef, and carcass composition.",Also offered through Distance Education format.,,,Department of Animal Biosciences,Guelph,0,"2 of BIOL*1050, BIOL*1070, BIOL*1080, BIOL*1090",
ANSC*3040,Animal Reproduction,Winter Only,0.5,"This course takes a multi-species approach to understanding the basic principles of animal reproduction. Both the anatomy and the physiology of reproductive systems are explored in agricultural, companion and wildlife species with an emphasis on animals under human management. In addition, the development and application of assisted reproductive technologies (ART) for animal management are introduced.",,,,Department of Animal Biosciences,Guelph,0,ANSC*3080,ANSC*3080
ANSC*3050,Aquaculture: Advanced Issues,Fall Only,0.5,"This course examines the fundamental principles and advanced interdisciplinary issues involved in the farming of aquatic organisms. The course will concentrate primarily on finfish species due to their worldwide commercial importance. Lectures will cover fish physiology, behaviour, nutrition, genetics, water quality, health and disease, reproductive techniques, economic, political and legal issues and various culture technologies. Students will analyze contemporary challenges facing the aquaculture industry through exercises requiring interdisciplinary knowledge, lateral thinking, creative problem solving and bridging science and technology to issues management.",,,,Department of Animal Biosciences,Guelph,0,AGR*2350 or ZOO*2090,1 AGR*2350 ZOO*2090
ANSC*3080,Agricultural Animal Physiology,Fall Only,0.5,"This course is an introduction to the physiology of domesticated farm animals. The course will emphasize homeostatic control of the major body systems. The lectures cover the nervous, cardiovascular, respiratory, urinary, immune, endocrine and reproductive systems. The lectures and laboratories are closely integrated.",,,"Registration in BSC(Agr), BSC.ABIO or BBRM.EQM, Minor in Agriculture.",Department of Animal Biosciences,Guelph,0,BIOC*2580 or EQN*2040,1 BIOC*2580 EQN*2040
ANSC*3090,Principles of Animal Behaviour,Fall Only,0.5,"This course deals with why vertebrates behave as they do (with particular emphasis on mammals and birds), covering the causation of behaviour (including learning, motivation, affective states, hormones, sensory processing, and neurobiological mechanisms); function (both immediate/proximate and adaptive/ultimate); ontogeny (including socialization and sensitive periods); and phylogeny (especially the influences of taxonomic group and domestication). This framework is then applied to the following aspects of animal behaviour: foraging, anti-predator responses, sleep, sociality, mating, parental behaviour, play, dispersal and territoriality, animal intelligence, and behavioural pathologies.",,,"ANSC*4090. Restricted to students in BSCH.ABIO, BSAG.ANSC and BBRM.EQM.",Department of Animal Biosciences,Guelph,0,ANSC*1210 or ANSC*2210,1 ANSC*1210 ANSC*2210
ANSC*3120,Introduction to Animal Nutrition,Fall Only,0.5,This course applies the principles of nutrition to the development of diets and feeding programs for the various species of animals of agricultural importance.,,,Registration in BSC(Agr) or BSC.ABIO.,Department of Animal Biosciences,Guelph,0
ANSC*3170,Nutrition of Fish and Crustacea,Winter Only,0.5,"This course examines growth, digestive and metabolic processes, nutritional requirements and practical feeding programs for fish and crustaceans with an emphasis on those species used in aquaculture.",,,,Department of Animal Biosciences,Guelph,0,NUTR*3210,NUTR*3210
ANSC*3180,Wildlife Nutrition,Winter Only,0.5,This course is a study of the nutrition of avian and mammalian wildlife with emphasis on North American species and the role of nutrition in survival and population growth of wildlife in their natural habitat.,,,,Department of Animal Biosciences,Guelph,0,NUTR*3210,NUTR*3210
ANSC*3270,Animal Disorders,Winter Only,0.5,"This course will highlight common causes of infectious, metabolic and psychological/neurological disorders of domestic and companion animals, and their potential impact on animal welfare and production. Disorders will be addressed in the context of pathophysiology, transmission, and prevention strategies involving environmental enrichment, vaccination, biosecurity, nutrition, and genetic selection.",,,,Department of Animal Biosciences,Guelph,0,ANSC*3080,ANSC*3080
ANSC*4010,Animal Welfare Judging and Evaluation,Fall Only,0.5,This course provides senior level students with a structured opportunity to practice assessing animal welfare using scientific evidence. Students learn to present their evaluations in a logical and persuasive manner. They learn general criteria and approaches used to assess welfare and then apply that knowledge for assessment of four different species in practical settings.,,,,Department of Animal Biosciences,Guelph,15.0,"15.00 credits including ANSC*3080, (ANSC*1210 or ANSC*2210)",
ANSC*4040,Digital Technologies for Animal Production Systems,Fall Only,0.5,"Major topics and methods which fall within the scope of 'digital animal production' will be covered. Broad areas of focus include feed formulation, animal models and the application of machine learning within animal production systems.",,,Registration in BSAG and BSCH.ABIO,Department of Animal Biosciences,Guelph,0,"ANSC*3120, STAT*2040",ANSC*3120,STAT*2040
ANSC*4050,Biotechnology in Animal Science,Fall Only,0.5,"The course will provide an overview of how biotechnology has impacted biomedical science and animal production. Important principles of recombinant DNA, DNA marker identification, stem cell biology, and generation of transgenic animals will be emphasized. The current challenges and potential opportunities in biotechnology will also be discussed.",,,,Department of Animal Biosciences,Guelph,0,MBG*2040 or MBG*2400,1 MBG*2040 MBG*2400
ANSC*4090,Applied Animal Behaviour and Welfare,Winter Only,0.5,"Students will build upon their basic knowledge of animal behaviour and welfare for in-depth examination of how genetic selection, housing and management practices affect the behaviour, health and well-being of farmed and companion animals. Topics will include effects of domestication and artificial selection on behaviour and health traits, and how early experience affects adaptability, sexual and maternal behaviour. Emphasis is placed on the application of behavioural knowledge to the design of housing and management procedures that promote healthy, productive animals and good welfare.",,,,Department of Animal Biosciences,Guelph,0,"ANSC*3080, ANSC*3090",ANSC*3080,ANSC*3090
ANSC*4100,Applied Environmental Physiology and Animal Housing,Winter Only,0.5,"Basic concepts of environmental physiology and their application to animal housing and management will be introduced. The course will review the physics of heat flow, light and air quality as they relate to animal biology and health. Other aspects, such as the physical environment, that impact on animal health and well-being will be discussed.",,,,Department of Animal Biosciences,Guelph,0,ANSC*3080,ANSC*3080
ANSC*4230,Challenges and Opportunities in Dairy Cattle Production,Fall Only,0.5,This course will provide senior level students with experience in working as a team to propose solutions to dairy cattle industry problems. Teams of students will critically assess dairy cattle-related businesses at the farm or industry level under the supervision of a faculty member.,,,Instructor consent required.,Department of Animal Biosciences,Guelph,0,"ANSC*3080, ANSC*3120, MBG*3060",ANSC*3080,ANSC*3120,MBG*3060
ANSC*4260,Beef Cattle Nutrition,Winter Only,0.5,This course is designed for students to evaluate problems in feeding beef cattle. Relevant aspects of digestion and metabolism of nutrients as well as current issues of feeding beef cattle and diagnosing nutritional deficiencies will be included.,,,,Department of Animal Biosciences,Guelph,0,ANSC*3120,ANSC*3120
ANSC*4270,Dairy Cattle Nutrition,Fall Only,0.5,Students will learn how nutrients are transformed from feed into milk and bodies of dairy animals. There will be an emphasis on feed management on farms and developing skills in formulation and evaluation of rations using computer models.,,,,Department of Animal Biosciences,Guelph,0,ANSC*3120,ANSC*3120
ANSC*4280,Poultry Nutrition,Fall Only,0.5,"This course is designed to evaluate basic and applied poultry nutrition. Students will learn nutrient requirements of poultry, feeding value of ingredients used in poultry feed formulation and how feeding affects the environment, growth, reproduction, health, and composition of poultry products for human consumption.",,,,Department of Animal Biosciences,Guelph,0,ANSC*3120,ANSC*3120
ANSC*4290,Swine Nutrition,Fall Only,0.5,This course is designed to explore details of evaluating feed ingredients and formulating diets for swine. Students will use models to evaluate various aspects of nutrient partitioning for growth and reproduction in pigs.,,,,Department of Animal Biosciences,Guelph,0,ANSC*3120,ANSC*3120
ANSC*4350,Experiments in Animal Biology,Winter Only,0.5,This course provides an opportunity for directed hands-on projects involving live animals and laboratory techniques. A set of selected projects will be provided by Animal Biosciences faculty within their broad fields of study.,,,"Restricted to students in BSCH.ABIO,BSAG.ANSC and BBRM.EQM. Instructor consent required.",Department of Animal Biosciences,Guelph,14.0,14.00 credits including ANSC*3080,
ANSC*4470,Animal Metabolism,Winter Only,0.5,Current concepts in whole animal metabolism and the quantitative techniques used to measure whole body metabolic kinetics will be presented. Tissue and organ specific biochemical processes will be integrated with whole body control mechanisms.,,,,Department of Animal Biosciences,Guelph,0,NUTR*3210,NUTR*3210
ANSC*4490,Applied Endocrinology,Winter Only,0.5,"This course examines the endocrine systems of farm animals and their applications to improve and monitor the production, performance, behavior and health of livestock. Considerable emphasis will be placed upon understanding how knowledge of endocrine regulation can be applied within animal production systems.",,,,Department of Animal Biosciences,Guelph,0,ANSC*3080,ANSC*3080
ANSC*4560,Pet Nutrition,Fall Only,0.5,"This course covers nutrient requirements, feed formulation and nutritional idiosyncrasies for dogs, cats, and exotic pets.",,,,Department of Animal Biosciences,Guelph,0,NUTR*3210,NUTR*3210
ANSC*4610,Critical Analysis in Animal Science,Winter Only,0.5,Students are guided to independently research and critically review a topic of emerging importance in animal biosciences. Students select a topic in consultation with the instructor.,,,,Department of Animal Biosciences,Guelph,15.0
ANSC*4650,Comparative Immunology,Winter Only,0.5,"This course gives an overview of the immune defense mechanisms of domestic species, and to compare common and unique defense strategies developed for resisting microbial and viral infections. Topics include innate and acquired immunity, evolution of the immune system, immunoregulation, and the host response to pathogen invasion.",,,,Department of Animal Biosciences,Guelph,0,ANSC*3080,ANSC*3080
ANSC*4700,Research in Animal Biology I,Fall and Winter,0.5,This course provides an opportunity for those students potentially interested in postgraduate studies to work with a committed faculty advisor to research a problem and design experiment(s) that address a solution. Evaluation of the course requires a substantive literature review and to write a research proposal. Selection of a faculty supervisor and approval from course coordinator must be obtained before course selection.,,,Restricted to students in BSC.ABIO and BSAG.ANSC. Instructor consent required.,Department of Animal Biosciences,Guelph,14.0
ANSC*4710,Research in Animal Biology II,Fall and Winter,0.5,"This course is a continuation of ANSC*4700, Research in Animal Biology I. It allows more sophisticated projects to be undertaken or to provide an opportunity to build upon the work of ANSC*4700. Evaluation of the course requires a greater emphasis on data analysis or experimental design than for ANSC*4700. Selection of a faculty advisor and approval of course coordinator must be obtained before course selection.",,,Restricted to students in BSC.ABIO and BSAG.ANSC. Instructor consent required.,Department of Animal Biosciences,Guelph,0,ANSC*4700,ANSC*4700
ANTH*1120,Biological Anthropology,Fall and Winter,0.5,"In this course students will be introduced to the central concepts of biological anthropology. Potential topics to be explored include hominid evolution, contemporary human diversity, primatology, nutrition and diet, and an introduction to forensic anthropology and paleopathology.",,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations. Please see the departmental website.,Department of Sociology and Anthropology,Guelph,0
ANTH*1150,Introduction to Anthropology,Fall and Winter,0.5,"This course deals with humankind from a broad historical and cross-cultural perspective. Theoretical models, case studies and specific methods will be presented. Course topics may include the origin and transformations of human society, the relationship between biological and cultural traits, human language, variation in family structure and religion, the economic and political aspects of human society.",Also offered through Distance Education format.,,,Department of Sociology and Anthropology,Guelph,0
ANTH*2180,Public Anthropology,Winter Only,0.5,"This course explores approaches to public, engaged anthropology, and the application of anthropological theory and practice. Students will develop insights into the roles of anthropology and anthropological perspectives for diverse occupations, fields, and policies, and within contemporary public debates and discussions.",,,,Department of Sociology and Anthropology,Guelph,0,"1 of ANTH*1150, IDEV*1000, SOC*1100",
ANTH*2230,Regional Ethnography,Fall Only,0.5,"This course offers a survey of ethnographic studies on selected cultural/geographical area(s) of the world. Topics covered may include social, economic and political systems, the colonial encounter, and the theoretical, methodological and political contexts of ethnographic representation.",,,,Department of Sociology and Anthropology,Guelph,0,ANTH*1150,ANTH*1150
ANTH*2660,Contemporary Indigenous Peoples in Canada,Winter Only,0.5,"An anthropological analysis of the impact of settler society on Indigenous cultures. Particular emphasis will be given to contemporary issues relating to Indigenous peoples in Canada, including First Nations, Inuit, and Metis peoples. Topics to be covered may include education, treaties and reserves, land claims, government administration, economic development, and reconciliation.",,,,Department of Sociology and Anthropology,Guelph,0,"1 of ANTH*1150, IDEV*1000, IES*1010, SOC*1100",
ANTH*3550,Medical Anthropology,Winter Only,0.5,"This course provides an introduction to medical anthropology and the anthropology of health. We will examine theory, methods, practice, and contemporary and historical topical issues.",,,,Department of Sociology and Anthropology,Guelph,0,"SOAN*2120, (1 of ANTH*2160, ANTH*2180, ANTH*2230, ANTH*2660, IDEV*2500)",
ANTH*3650,The Anthropology of Indigenous Peoples Before Canada,Fall Only,0.5,"This course is an anthropological exploration of the events that took place before the arrival of Europeans in what is now Canada. It draws on evidence from a variety of intellectual perspectives including Indigenous knowledges, oral histories, anthropology, archaeology, history, genetics, and linguistics to investigate current understandings and uses of the past. Archaeological time sequences are covered along with stories and debates about human history in the time period before Canada.",,,ANTH*2650,Department of Sociology and Anthropology,Guelph,0,"(1 of ANTH*2160, ANTH*2180, IDEV*2000, IES*2010), (1 of ANTH*2230, ANTH*2660, HIST*2090, IDEV*2400, IDEV*2500)",
ANTH*3690,Engaging Anthropological Theory,Fall Only,0.5,"This course offers an analysis of the main trends in anthropological theory and practice. Areas of discussion will include the crisis of representation, interpretive anthropology, feminist anthropology, and agency and structure debates.",,,,Department of Sociology and Anthropology,Guelph,0,"ANTH*2230, (ANTH*2160 or ANTH*2180), SOAN*2120",
ANTH*3770,"Kinship, Family, and Power",Winter Only,0.5,"This course explores the changing nature of what it means to be a family from anthropological and cross-cultural perspectives. Topics of discussion include kinship, descent, marriage, our relationships to ancestors, gender and power relations, and the politics of kinship ties. In addition, the course considers the relevance of kinship to contemporary issues such as gay, lesbian, bisexual and transgendered families, the use of reproductive technologies, and international adoptions.",,,,Department of Sociology and Anthropology,Guelph,0,"ANTH*2230, (ANTH*2160 or ANTH*2180), SOAN*2120",
